0.1125,0.0000,1.7827
0.1038,0.0000,2.1903
0.1068,0.0000,2.6045
0.1240,0.0000,3.0017
0.1173,0.0000,3.3842
0.0745,0.0000,3.7932
0.0773,0.0000,4.1936
0.2028,0.0000,4.5901
0.2653,0.0000,4.9577
0.1470,0.0000,5.4048
0.0794,0.0000,5.8137
0.2162,0.0000,6.2079
0.3398,0.0000,6.5585
0.2347,0.0000,6.9989
0.0849,0.0000,7.4309
0.1195,0.0000,7.8295
0.3137,0.0000,8.1819
0.3312,0.0000,8.5637
0.1534,0.0000,9.0236
0.0701,0.0000,9.4260
0.1963,0.0000,9.8216
0.3465,0.0000,10.1529
0.2693,0.0000,10.5858
0.0881,0.0000,11.0352
0.0881,0.0000,11.4378
0.2974,0.0000,11.8087
0.4349,0.0000,12.1637
0.4392,0.0000,12.5761
0.3185,0.0000,13.0233
0.1190,0.0000,13.4674
0.0173,0.0000,13.8718
0.0442,0.0000,14.2605
0.2379,0.0000,14.6169
0.4515,0.0000,14.9425
0.5114,0.0000,15.3202
0.4588,0.0000,15.7569
0.2774,0.0000,16.2305
0.0481,0.0000,16.6997
0.0775,0.0000,17.0978
0.3208,0.0000,17.4484
0.4244,0.0000,17.7788
0.2732,0.0000,18.2491
0.0438,0.0000,18.7029
0.1118,0.0000,19.1085
0.3532,0.0000,19.4343
0.3445,0.0000,19.8318
0.0856,0.0000,20.3079
0.0316,0.0000,20.7067
0.2624,0.0000,21.0708
0.3353,0.0000,21.4233
0.1256,0.0000,21.9030
0.0153,0.0000,22.3031
0.1472,0.0000,22.6980
0.3572,0.0000,23.0293
0.4812,0.0000,23.4045
0.5069,0.0000,23.8314
0.4353,0.0000,24.2810
0.2822,0.0000,24.7296
0.1239,0.0000,25.1684
0.0681,0.0000,25.5913
0.1430,0.0000,25.9750
0.3806,0.0000,26.2845
0.3716,0.0000,26.6659
0.2050,0.0000,27.1268
0.0637,0.0000,27.5664
0.0404,0.0000,27.9688
0.1297,0.0000,28.3464
0.2973,0.0000,28.6843
0.4136,0.0000,29.0199
0.3997,0.0000,29.4206
0.3130,0.0000,29.8718
0.2009,0.0000,30.3167
0.0988,0.0000,30.7476
0.0457,0.0000,31.1564
0.0375,0.0000,31.5608
0.0678,0.0000,31.9601
0.1350,0.0000,32.3529
0.2396,0.0000,32.7338
0.3630,0.0000,33.1043
0.4255,0.0000,33.4866
0.4300,0.0000,33.8913
0.3894,0.0000,34.3128
0.2776,0.0000,34.7614
0.1375,0.0000,35.2140
0.0470,0.0000,35.6297
0.0226,0.0000,36.0342
0.0939,0.0000,36.4288
0.2565,0.0000,36.8041
0.3758,0.0000,37.1713
0.4295,0.0000,37.5582
0.4323,0.0000,37.9655
0.4178,0.0000,38.3859
0.3948,0.0000,38.8168
0.3403,0.0000,39.2543
0.2436,0.0000,39.6849
0.1215,0.0000,40.0954
0.0687,0.0000,40.5319
0.1376,0.0000,40.8827
0.2792,0.0000,41.2048
0.3578,0.0000,41.5566
0.2750,0.0000,42.0237
0.0820,0.0000,42.5023
0.0282,0.0000,42.9098
0.1811,0.0000,43.2808
0.3603,0.0000,43.5969
0.3054,0.0000,44.0200
0.1178,0.0000,44.4901
0.0778,0.0000,44.8974
0.2513,0.0000,45.2382
0.3441,0.0000,45.5889
0.2183,0.0000,46.0439
0.0404,0.0000,46.4911
0.0543,0.0000,46.9130
0.2257,0.0000,47.2888
0.4363,0.0000,47.6000
0.5262,0.0000,47.9454
0.3640,0.0000,48.4416
0.0995,0.0000,48.9203
0.0682,0.0000,49.3303
0.3043,0.0000,49.6625
0.4076,0.0000,49.9893
0.2649,0.0000,50.4634
0.1003,0.0000,50.9025
0.1090,0.0000,51.3080
0.2717,0.0000,51.6681
0.3781,0.0000,52.0106
0.3781,0.0000,52.3933
0.2728,0.0000,52.8651
0.1196,0.0000,53.3296
0.0246,0.0000,53.7549
0.0086,0.0000,54.1590
0.0781,0.0000,54.5505
0.3035,0.0000,54.8886
0.3960,0.0000,55.2484
0.2589,0.0000,55.7324
0.0576,0.0000,56.1955
0.0761,0.0000,56.6018
0.2691,0.0000,56.9459
0.4206,0.0000,57.2790
0.3104,0.0000,57.7190
0.1140,0.0000,58.1779
-0.0394,0.0000,58.6178
-0.0436,0.0000,59.0363
0.0902,0.0000,59.4200
0.2837,0.0000,59.7559
0.3806,0.0000,60.0942
0.3647,0.0000,60.4998
0.2719,0.0000,60.9536
0.1190,0.0000,61.4116
0.0589,0.0000,61.8138
0.1196,0.0000,62.2146
0.2722,0.0000,62.5728
0.3904,0.0000,62.9191
0.4308,0.0000,63.3000
0.4154,0.0000,63.7361
0.3060,0.0000,64.2015
0.1420,0.0000,64.6255
0.0413,0.0000,65.0320
-0.0060,0.0000,65.4347
0.0194,0.0000,65.8371
0.1411,0.0000,66.2155
0.3134,0.0000,66.5501
0.4293,0.0000,66.8733
0.4692,0.0000,67.2431
0.4525,0.0000,67.6773
0.3724,0.0000,68.1485
0.2672,0.0000,68.6064
0.1559,0.0000,69.0486
0.0881,0.0000,69.4539
0.0507,0.0000,69.8596
0.0344,0.0000,70.2632
0.0367,0.0000,70.6657
0.0475,0.0000,71.0690
0.0527,0.0000,71.4740
0.0531,0.0000,71.8767
0.0555,0.0000,72.2822
0.0765,0.0000,72.6789
0.1624,0.0000,73.0644
0.2924,0.0000,73.4138
0.3044,0.0000,73.8150
0.1662,0.0000,74.2783
0.0521,0.0000,74.7164
0.0974,0.0000,75.1141
0.2621,0.0000,75.4659
0.3999,0.0000,75.7904
0.2942,0.0000,76.2227
0.1118,0.0000,76.6842
0.0486,0.0000,77.1166
0.1665,0.0000,77.5039
0.3661,0.0000,77.8170
0.4585,0.0000,78.1655
0.4045,0.0000,78.6204
0.2355,0.0000,79.1162
0.0568,0.0000,79.5682
0.1128,0.0000,79.9633
0.3619,0.0000,80.2740
0.3654,0.0000,80.6546
0.1442,0.0000,81.1442
0.0484,0.0000,81.5678
0.2096,0.0000,81.9346
0.4039,0.0000,82.2402
0.3308,0.0000,82.6767
0.1029,0.0000,83.1520
0.0495,0.0000,83.5678
0.2540,0.0000,83.9193
0.3808,0.0000,84.2485
0.2255,0.0000,84.7261
0.0754,0.0000,85.1798
0.1614,0.0000,85.5579
0.3695,0.0000,85.8507
0.3116,0.0000,86.2750
0.1029,0.0000,86.7480
0.0410,0.0000,87.1662
0.2515,0.0000,87.5107
0.4494,0.0000,87.7973
0.3857,0.0000,88.2470
0.2002,0.0000,88.7398
0.0740,0.0000,89.1779
0.2007,0.0000,89.5680
0.4203,0.0000,89.8478
0.4693,0.0000,90.2043
0.4066,0.0000,90.6732
0.2473,0.0000,91.1722
0.0666,0.0000,91.6214
0.1258,0.0000,92.0431
0.3508,0.0000,92.3809
0.4825,0.0000,92.7106
0.4889,0.0000,93.1038
0.3180,0.0000,93.5927
0.0924,0.0000,94.0665
0.0922,0.0000,94.4767
0.2695,0.0000,94.8254
0.4840,0.0000,95.1346
0.5315,0.0000,95.5094
0.4802,0.0000,95.9683
0.3495,0.0000,96.4255
0.1458,0.0000,96.8747
0.1033,0.0000,97.2913
0.3184,0.0000,97.6306
0.4311,0.0000,97.9584
0.2749,0.0000,98.4150
0.0412,0.0000,98.8876
-0.0619,0.0000,99.3082
-0.0579,0.0000,99.7235
0.0062,0.0000,100.1279
0.1257,0.0000,100.5193
0.2731,0.0000,100.8905
0.3888,0.0000,101.2401
0.4472,0.0000,101.5885
0.4661,0.0000,101.9593
0.4721,0.0000,102.3458
0.4725,0.0000,102.7559
0.4648,0.0000,103.1657
0.4398,0.0000,103.5901
0.3956,0.0000,104.0251
0.3244,0.0000,104.4623
0.2387,0.0000,104.8996
0.1283,0.0000,105.3354
0.0267,0.0000,105.7481
0.0726,0.0000,106.1442
0.2672,0.0000,106.4957
0.4132,0.0000,106.8472
0.4030,0.0000,107.2514
0.2913,0.0000,107.7019
0.1425,0.0000,108.1382
